bucket,query_value,actual_frequency,estimated_frequency,selectivity_error
1,545,1.0,1.0,0.0
1,1026,1.0,1.0,0.0
1,1128,1.0,1.0,0.0
1,1574,1.0,1.0,0.0
1,1602,1.0,1.0,0.0
1,1833,1.0,1.0,0.0
1,3441,1.0,1.0,0.0
1,4341,1.0,1.0,0.0
1,4628,1.0,1.0,0.0
1,4695,1.0,1.0,0.0
1,5221,1.0,1.0,0.0
1,5850,1.0,1.0,0.0
1,6177,1.0,1.0,0.0
1,7102,1.0,1.0,0.0
1,8056,1.0,1.0,0.0
1,9536,1.0,1.0,0.0
1,10054,1.0,1.0,0.0
1,10336,1.0,1.0,0.0
1,10573,1.0,1.0,0.0
1,11199,1.0,1.0,0.0
1,11639,1.0,1.0,0.0
1,11888,1.0,1.0,0.0
1,12344,1.0,1.0,0.0
1,12739,1.0,1.0,0.0
1,12962,1.0,1.0,0.0
1,13555,1.0,1.0,0.0
1,13746,1.0,1.0,0.0
1,14600,1.0,1.0,0.0
1,15696,1.0,1.0,0.0
1,15854,1.0,1.0,0.0
1,16763,1.0,1.0,0.0
1,18233,1.0,1.0,0.0
1,19590,1.0,1.0,0.0
1,20753,1.0,1.0,0.0
1,21507,1.0,1.0,0.0
1,21976,1.0,1.0,0.0
1,23049,1.0,1.0,0.0
1,23399,1.0,1.0,0.0
1,24172,1.0,1.0,0.0
1,24737,1.0,1.0,0.0
1,24845,1.0,1.0,0.0
1,25414,1.0,1.0,0.0
1,25507,1.0,1.0,0.0
1,26877,1.0,1.0,0.0
1,27322,1.0,1.0,0.0
1,27331,1.0,1.0,0.0
1,27873,1.0,1.0,0.0
1,28365,1.0,1.0,0.0
1,28904,1.0,1.0,0.0
1,29423,1.0,1.0,0.0
1,29590,1.0,1.0,0.0
1,30149,1.0,1.0,0.0
1,30569,1.0,1.0,0.0
1,31943,1.0,1.0,0.0
1,31952,1.0,1.0,0.0
1,32190,1.0,1.0,0.0
1,32534,1.0,1.0,0.0
1,33405,1.0,1.0,0.0
1,35212,1.0,1.0,0.0
1,35246,1.0,1.0,0.0
1,35249,1.0,1.0,0.0
1,35487,1.0,1.0,0.0
1,35675,1.0,1.0,0.0
1,35732,1.0,1.0,0.0
1,36023,1.0,1.0,0.0
1,36069,1.0,1.0,0.0
1,36733,1.0,1.0,0.0
1,36803,1.0,1.0,0.0
1,36848,1.0,1.0,0.0
1,38134,1.0,1.0,0.0
1,38903,1.0,1.0,0.0
1,39019,1.0,1.0,0.0
1,40606,1.0,1.0,0.0
1,42087,1.0,1.0,0.0
1,42341,1.0,1.0,0.0
1,42833,1.0,1.0,0.0
1,42903,1.0,1.0,0.0
1,43039,1.0,1.0,0.0
1,43405,1.0,1.0,0.0
1,43415,1.0,1.0,0.0
1,43863,1.0,1.0,0.0
1,43895,1.0,1.0,0.0
1,44409,1.0,1.0,0.0
1,44951,1.0,1.0,0.0
1,45096,1.0,1.0,0.0
1,45100,1.0,1.0,0.0
1,45271,1.0,1.0,0.0
1,45667,1.0,1.0,0.0
1,46024,1.0,1.0,0.0
