bucket,query_value,actual_frequency,estimated_frequency,selectivity_error
1,5304,1.0,1.0,0.0
1,7130,1.0,1.0,0.0
1,9601,1.0,1.0,0.0
1,14981,1.0,1.0,0.0
1,16300,1.0,1.0,0.0
1,17564,1.0,1.0,0.0
1,21299,1.0,1.0,0.0
1,23875,1.0,1.0,0.0
1,24289,1.0,1.0,0.0
1,25319,1.0,1.0,0.0
1,26046,1.0,1.0,0.0
1,33091,1.0,1.0,0.0
1,34473,1.0,1.0,0.0
1,36305,1.0,1.0,0.0
1,37345,1.0,1.0,0.0
1,41336,1.0,1.0,0.0
1,41376,1.0,1.0,0.0
1,44636,1.0,1.0,0.0
1,46459,1.0,1.0,0.0
1,48452,1.0,1.0,0.0
1,48734,1.0,1.0,0.0
1,55972,1.0,1.0,0.0
1,60601,1.0,1.0,0.0
1,66736,1.0,1.0,0.0
1,68120,1.0,1.0,0.0
1,71447,1.0,1.0,0.0
1,71957,1.0,1.0,0.0
1,74819,1.0,1.0,0.0
1,78073,1.0,1.0,0.0
1,83158,1.0,1.0,0.0
1,83356,1.0,1.0,0.0
1,87690,1.0,1.0,0.0
1,93575,1.0,1.0,0.0
1,98492,1.0,1.0,0.0
1,110187,1.0,1.0,0.0
1,114392,1.0,1.0,0.0
1,117612,1.0,1.0,0.0
1,119744,1.0,1.0,0.0
1,123596,1.0,1.0,0.0
1,129276,1.0,1.0,0.0
1,129944,1.0,1.0,0.0
1,131394,1.0,1.0,0.0
1,132890,1.0,1.0,0.0
1,134595,1.0,1.0,0.0
1,135332,1.0,1.0,0.0
1,135570,1.0,1.0,0.0
1,140621,1.0,1.0,0.0
1,142661,1.0,1.0,0.0
1,142992,1.0,1.0,0.0
1,143879,1.0,1.0,0.0
2,150684,1.0,1.0,0.0
2,151822,1.0,1.0,0.0
2,159415,1.0,1.0,0.0
2,160386,1.0,1.0,0.0
2,163065,1.0,1.0,0.0
2,167107,1.0,1.0,0.0
2,170199,1.0,1.0,0.0
2,174300,1.0,1.0,0.0
2,175495,1.0,1.0,0.0
2,180333,1.0,1.0,0.0
2,181396,1.0,1.0,0.0
2,182907,1.0,1.0,0.0
2,183354,1.0,1.0,0.0
2,195054,1.0,1.0,0.0
2,195810,1.0,1.0,0.0
2,199289,1.0,1.0,0.0
2,199567,1.0,1.0,0.0
2,200951,1.0,1.0,0.0
2,200976,1.0,1.0,0.0
2,201486,1.0,1.0,0.0
2,201825,1.0,1.0,0.0
2,203317,1.0,1.0,0.0
2,204855,1.0,1.0,0.0
2,205598,1.0,1.0,0.0
2,205630,1.0,1.0,0.0
2,206683,1.0,1.0,0.0
2,208017,1.0,1.0,0.0
2,208547,1.0,1.0,0.0
2,209283,1.0,1.0,0.0
2,210356,1.0,1.0,0.0
2,212378,1.0,1.0,0.0
2,216114,1.0,1.0,0.0
2,218861,1.0,1.0,0.0
2,219775,1.0,1.0,0.0
2,220182,1.0,1.0,0.0
2,222180,1.0,1.0,0.0
2,223943,1.0,1.0,0.0
2,227135,1.0,1.0,0.0
2,227555,1.0,1.0,0.0
2,230048,1.0,1.0,0.0
2,230270,1.0,1.0,0.0
2,231492,1.0,1.0,0.0
2,231505,1.0,1.0,0.0
2,234183,1.0,1.0,0.0
2,236469,1.0,1.0,0.0
2,237004,1.0,1.0,0.0
2,239327,1.0,1.0,0.0
2,244126,1.0,1.0,0.0
2,251071,1.0,1.0,0.0
2,255772,1.0,1.0,0.0
3,256211,1.0,1.0,0.0
3,256705,1.0,1.0,0.0
3,258574,1.0,1.0,0.0
3,258723,1.0,1.0,0.0
3,262121,1.0,1.0,0.0
3,262996,1.0,1.0,0.0
3,264165,1.0,1.0,0.0
3,264539,1.0,1.0,0.0
3,264545,1.0,1.0,0.0
3,266823,1.0,1.0,0.0
3,267566,1.0,1.0,0.0
3,268835,1.0,1.0,0.0
3,268982,1.0,1.0,0.0
3,269466,1.0,1.0,0.0
3,272329,1.0,1.0,0.0
3,274717,1.0,1.0,0.0
3,285806,1.0,1.0,0.0
3,287065,1.0,1.0,0.0
3,290980,1.0,1.0,0.0
3,291493,1.0,1.0,0.0
3,291805,1.0,1.0,0.0
3,294749,1.0,1.0,0.0
3,296716,1.0,1.0,0.0
3,296940,1.0,1.0,0.0
3,298478,1.0,1.0,0.0
3,298951,1.0,1.0,0.0
3,306156,1.0,1.0,0.0
3,307929,1.0,1.0,0.0
3,307933,1.0,1.0,0.0
3,310966,1.0,1.0,0.0
3,311784,1.0,1.0,0.0
3,317020,1.0,1.0,0.0
3,318210,1.0,1.0,0.0
3,321357,1.0,1.0,0.0
3,322559,1.0,1.0,0.0
3,322654,1.0,1.0,0.0
3,325596,1.0,1.0,0.0
3,327782,1.0,1.0,0.0
3,338280,1.0,1.0,0.0
3,341868,1.0,1.0,0.0
3,342319,1.0,1.0,0.0
3,346517,1.0,1.0,0.0
3,348961,1.0,1.0,0.0
3,351578,1.0,1.0,0.0
3,352920,1.0,1.0,0.0
3,358396,1.0,1.0,0.0
3,359427,1.0,1.0,0.0
3,364171,1.0,1.0,0.0
3,365053,1.0,1.0,0.0
3,366171,1.0,1.0,0.0
4,366374,1.0,1.0,0.0
4,369119,1.0,1.0,0.0
4,369979,1.0,1.0,0.0
4,377376,1.0,1.0,0.0
4,378707,1.0,1.0,0.0
4,381063,1.0,1.0,0.0
4,383415,1.0,1.0,0.0
4,384201,1.0,1.0,0.0
4,384527,1.0,1.0,0.0
4,387837,1.0,1.0,0.0
4,392847,1.0,1.0,0.0
4,394612,1.0,1.0,0.0
4,401300,1.0,1.0,0.0
4,405260,1.0,1.0,0.0
4,410047,1.0,1.0,0.0
4,410363,1.0,1.0,0.0
4,412953,1.0,1.0,0.0
4,414128,1.0,1.0,0.0
4,414197,1.0,1.0,0.0
4,415817,1.0,1.0,0.0
4,421780,1.0,1.0,0.0
4,423939,1.0,1.0,0.0
4,427150,1.0,1.0,0.0
4,428844,1.0,1.0,0.0
4,429014,1.0,1.0,0.0
4,429434,1.0,1.0,0.0
4,436492,1.0,1.0,0.0
4,437137,1.0,1.0,0.0
4,439415,1.0,1.0,0.0
4,442560,1.0,1.0,0.0
4,444114,1.0,1.0,0.0
4,446722,1.0,1.0,0.0
4,449433,1.0,1.0,0.0
4,450356,1.0,1.0,0.0
4,450839,1.0,1.0,0.0
4,454149,1.0,1.0,0.0
4,455631,1.0,1.0,0.0
4,456213,1.0,1.0,0.0
4,459677,1.0,1.0,0.0
4,462774,1.0,1.0,0.0
4,466649,1.0,1.0,0.0
4,467571,1.0,1.0,0.0
4,468695,1.0,1.0,0.0
4,469427,1.0,1.0,0.0
4,469732,1.0,1.0,0.0
4,471839,1.0,1.0,0.0
4,476315,1.0,1.0,0.0
4,478015,1.0,1.0,0.0
4,478712,1.0,1.0,0.0
4,479795,1.0,1.0,0.0
5,482919,1.0,1.0,0.0
5,484242,1.0,1.0,0.0
5,486878,1.0,1.0,0.0
5,491381,1.0,1.0,0.0
5,493245,1.0,1.0,0.0
5,493862,1.0,1.0,0.0
5,494741,1.0,1.0,0.0
5,495611,1.0,1.0,0.0
5,500287,1.0,1.0,0.0
5,504081,1.0,1.0,0.0
5,504289,1.0,1.0,0.0
5,510565,1.0,1.0,0.0
5,513244,1.0,1.0,0.0
5,515739,1.0,1.0,0.0
5,519829,1.0,1.0,0.0
5,520168,1.0,1.0,0.0
5,522438,1.0,1.0,0.0
5,523752,1.0,1.0,0.0
5,530009,1.0,1.0,0.0
5,530958,1.0,1.0,0.0
5,537231,1.0,1.0,0.0
5,542408,1.0,1.0,0.0
5,545907,1.0,1.0,0.0
5,554133,1.0,1.0,0.0
5,555633,1.0,1.0,0.0
5,558550,1.0,1.0,0.0
5,561520,1.0,1.0,0.0
5,562622,1.0,1.0,0.0
5,565428,1.0,1.0,0.0
5,568380,1.0,1.0,0.0
5,571424,1.0,1.0,0.0
5,582234,1.0,1.0,0.0
5,582247,1.0,1.0,0.0
5,583827,1.0,1.0,0.0
5,584357,1.0,1.0,0.0
5,585480,1.0,1.0,0.0
5,591732,1.0,1.0,0.0
5,592972,1.0,1.0,0.0
5,594584,1.0,1.0,0.0
5,595097,1.0,1.0,0.0
5,596166,1.0,1.0,0.0
5,598090,1.0,1.0,0.0
5,603090,1.0,1.0,0.0
